"동별","구분별","항목","단위","2024. 1/4","2024. 2/4",
"상도4동","남자","고령자현황(동별)","","2435","2482",
"상도4동","여자","고령자현황(동별)","","3240","3304",
"상도4동","내국인","고령자현황(동별)","","5651","5762",
"상도4동","남자","고령자현황(동별)","","2422","2469",
"상도4동","여자","고령자현황(동별)","","3229","3293",
"상도4동","등록외국인","고령자현황(동별)","","24","24",
"상도4동","남자","고령자현황(동별)","","13","13",
"상도4동","여자","고령자현황(동별)","","11","11",
"사당1동","전체인구","고령자현황(동별)","","22981","22948",
"사당1동","남자","고령자현황(동별)","","11015","11026",
"사당1동","여자","고령자현황(동별)","","11966","11922",
"사당1동","65세이상 인구","고령자현황(동별)","","4083","4112",
"사당1동","남자","고령자현황(동별)","","1808","1820",
"사당1동","여자","고령자현황(동별)","","2275","2292",
"사당1동","내국인","고령자현황(동별)","","4054","4084",
"사당1동","남자","고령자현황(동별)","","1791","1804",
"사당1동","여자","고령자현황(동별)","","2263","2280",
"사당1동","등록외국인","고령자현황(동별)","","29","28",
"사당1동","남자","고령자현황(동별)","","17","16",
"사당1동","여자","고령자현황(동별)","","12","12",
"사당3동","전체인구","고령자현황(동별)","","23955","23971",
"사당3동","남자","고령자현황(동별)","","11580","11596",
"사당3동","여자","고령자현황(동별)","","12375","12375",
"사당3동","65세이상 인구","고령자현황(동별)","","4943","4984",
"사당3동","남자","고령자현황(동별)","","2289","2306",
"사당3동","여자","고령자현황(동별)","","2654","2678",
"사당3동","내국인","고령자현황(동별)","","4932","4974",
"사당3동","남자","고령자현황(동별)","","2283","2300",
"사당3동","여자","고령자현황(동별)","","2649","2674",
"사당3동","등록외국인","고령자현황(동별)","","11","10",
"사당3동","남자","고령자현황(동별)","","6","6",
"사당3동","여자","고령자현황(동별)","","5","4",
"사당4동","전체인구","고령자현황(동별)","","13978","13949",
"사당4동","남자","고령자현황(동별)","","6682","6654",
"사당4동","여자","고령자현황(동별)","","7296","7295",
"사당4동","65세이상 인구","고령자현황(동별)","","2949","2999",
"사당4동","남자","고령자현황(동별)","","1251","1269",
"사당4동","여자","고령자현황(동별)","","1698","1730",
"사당4동","내국인","고령자현황(동별)","","2939","2989",
"사당4동","남자","고령자현황(동별)","","1245","1263",
"사당4동","여자","고령자현황(동별)","","1694","1726",
"사당4동","등록외국인","고령자현황(동별)","","10","10",
"사당4동","남자","고령자현황(동별)","","6","6",
"사당4동","여자","고령자현황(동별)","","4","4",
"사당5동","전체인구","고령자현황(동별)","","14240","14194",
"사당5동","남자","고령자현황(동별)","","6798","6784",
"사당5동","여자","고령자현황(동별)","","7442","7410",
"사당5동","65세이상 인구","고령자현황(동별)","","2547","2568",
"사당5동","남자","고령자현황(동별)","","1094","1102",
"사당5동","여자","고령자현황(동별)","","1453","1466",
"사당5동","내국인","고령자현황(동별)","","2542","2564",
"사당5동","남자","고령자현황(동별)","","1093","1102",
"사당5동","여자","고령자현황(동별)","","1449","1462",
"사당5동","등록외국인","고령자현황(동별)","","5","4",
"사당5동","남자","고령자현황(동별)","","1","-",
"사당5동","여자","고령자현황(동별)","","4","4",
"대방동","전체인구","고령자현황(동별)","","36044","35926",
"대방동","남자","고령자현황(동별)","","16965","16922",
"대방동","여자","고령자현황(동별)","","19079","19004",
"대방동","65세이상 인구","고령자현황(동별)","","5932","5977",
"대방동","남자","고령자현황(동별)","","2493","2511",
"대방동","여자","고령자현황(동별)","","3439","3466",
"대방동","내국인","고령자현황(동별)","","5919","5966",
"대방동","남자","고령자현황(동별)","","2486","2505",
"대방동","여자","고령자현황(동별)","","3433","3461",
"대방동","등록외국인","고령자현황(동별)","","13","11",
"대방동","남자","고령자현황(동별)","","7","6",
"대방동","여자","고령자현황(동별)","","6","5",
"신대방1동","전체인구","고령자현황(동별)","","25035","25046",
"신대방1동","남자","고령자현황(동별)","","12099","12123",
"신대방1동","여자","고령자현황(동별)","","12936","12923",
"신대방1동","65세이상 인구","고령자현황(동별)","","4446","4475",
"신대방1동","남자","고령자현황(동별)","","1994","2012",
"신대방1동","여자","고령자현황(동별)","","2452","2463",
"신대방1동","내국인","고령자현황(동별)","","4262","4291",
"신대방1동","남자","고령자현황(동별)","","1900","1917",
"신대방1동","여자","고령자현황(동별)","","2362","2374",
"신대방1동","등록외국인","고령자현황(동별)","","184","184",
"신대방1동","남자","고령자현황(동별)","","94","95",
"신대방1동","여자","고령자현황(동별)","","90","89",
"신대방2동","전체인구","고령자현황(동별)","","22301","22213",
"신대방2동","남자","고령자현황(동별)","","10669","10638",
"신대방2동","여자","고령자현황(동별)","","11632","11575",
"신대방2동","65세이상 인구","고령자현황(동별)","","3611","3627",
"신대방2동","남자","고령자현황(동별)","","1592","1589",
"신대방2동","여자","고령자현황(동별)","","2019","2038",
"신대방2동","내국인","고령자현황(동별)","","3591","3607",
"신대방2동","남자","고령자현황(동별)","","1584","1581",
"신대방2동","여자","고령자현황(동별)","","2007","2026",
"신대방2동","등록외국인","고령자현황(동별)","","20","20",
"신대방2동","남자","고령자현황(동별)","","8","8",
"신대방2동","여자","고령자현황(동별)","","12","12",
"흑석동","전체인구","고령자현황(동별)","","32259","32491",
"흑석동","남자","고령자현황(동별)","","15330","15405",
"흑석동","여자","고령자현황(동별)","","16929","17086",
"흑석동","65세이상 인구","고령자현황(동별)","","5314","5365",
"흑석동","남자","고령자현황(동별)","","2303","2328",
"흑석동","여자","고령자현황(동별)","","3011","3037",
"흑석동","내국인","고령자현황(동별)","","5298","5350",
"흑석동","남자","고령자현황(동별)","","2294","2320",
"흑석동","여자","고령자현황(동별)","","3004","3030",
"흑석동","등록외국인","고령자현황(동별)","","16","15",
"흑석동","남자","고령자현황(동별)","","9","8",
"흑석동","여자","고령자현황(동별)","","7","7",
"노량진1동","전체인구","고령자현황(동별)","","32846","33440",
"노량진1동","남자","고령자현황(동별)","","16592","16892",
"노량진1동","여자","고령자현황(동별)","","16254","16548",
"노량진1동","65세이상 인구","고령자현황(동별)","","6235","6288",
"노량진1동","남자","고령자현황(동별)","","2673","2694",
"노량진1동","여자","고령자현황(동별)","","3562","3594",
"노량진1동","내국인","고령자현황(동별)","","6222","6275",
"노량진1동","남자","고령자현황(동별)","","2670","2691",
"노량진1동","여자","고령자현황(동별)","","3552","3584",
"노량진1동","등록외국인","고령자현황(동별)","","13","13",
"노량진1동","남자","고령자현황(동별)","","3","3",
"노량진1동","여자","고령자현황(동별)","","10","10",
"사당2동","전체인구","고령자현황(동별)","","28427","28426",
"사당2동","남자","고령자현황(동별)","","13629","13596",
"사당2동","여자","고령자현황(동별)","","14798","14830",
"사당2동","65세이상 인구","고령자현황(동별)","","6110","6169",
"사당2동","남자","고령자현황(동별)","","2680","2698",
"사당2동","여자","고령자현황(동별)","","3430","3471",
"사당2동","내국인","고령자현황(동별)","","6088","6149",
"사당2동","남자","고령자현황(동별)","","2672","2691",
"사당2동","여자","고령자현황(동별)","","3416","3458",
"사당2동","등록외국인","고령자현황(동별)","","22","20",
"사당2동","남자","고령자현황(동별)","","8","7",
"사당2동","여자","고령자현황(동별)","","14","13",
"관악구","전체인구","고령자현황(동별)","","497827","497632",
"관악구","남자","고령자현황(동별)","","249130","248813",
"관악구","여자","고령자현황(동별)","","248697","248819",
"관악구","65세이상 인구","고령자현황(동별)","","86455","87267",
"관악구","남자","고령자현황(동별)","","38373","38763",
"관악구","여자","고령자현황(동별)","","48082","48504",
"관악구","내국인","고령자현황(동별)","","85697","86507",
"관악구","남자","고령자현황(동별)","","37978","38366",
"관악구","여자","고령자현황(동별)","","47719","48141",
"관악구","등록외국인","고령자현황(동별)","","758","760",
"관악구","남자","고령자현황(동별)","","395","397",
"관악구","여자","고령자현황(동별)","","363","363",
"보라매동","전체인구","고령자현황(동별)","","24110","24024",
"보라매동","남자","고령자현황(동별)","","11856","11786",
"보라매동","여자","고령자현황(동별)","","12254","12238",
"보라매동","65세이상 인구","고령자현황(동별)","","4929","4963",
"보라매동","남자","고령자현황(동별)","","2154","2165",
"보라매동","여자","고령자현황(동별)","","2775","2798",
"보라매동","내국인","고령자현황(동별)","","4890","4925",
"보라매동","남자","고령자현황(동별)","","2133","2145",
"보라매동","여자","고령자현황(동별)","","2757","2780",
"보라매동","등록외국인","고령자현황(동별)","","39","38",
"보라매동","남자","고령자현황(동별)","","21","20",
"보라매동","여자","고령자현황(동별)","","18","18",
"청림동","전체인구","고령자현황(동별)","","14762","14746",
"청림동","남자","고령자현황(동별)","","7116","7071",
"청림동","여자","고령자현황(동별)","","7646","7675",
"청림동","65세이상 인구","고령자현황(동별)","","2968","2990",
"청림동","남자","고령자현황(동별)","","1255","1263",
"청림동","여자","고령자현황(동별)","","1713","1727",
"청림동","내국인","고령자현황(동별)","","2961","2983",
"청림동","남자","고령자현황(동별)","","1253","1261",
"청림동","여자","고령자현황(동별)","","1708","1722",
"청림동","등록외국인","고령자현황(동별)","","7","7",
"청림동","남자","고령자현황(동별)","","2","2",
"청림동","여자","고령자현황(동별)","","5","5",
"행운동","전체인구","고령자현황(동별)","","29501","29479",
"행운동","남자","고령자현황(동별)","","14198","14180",
"행운동","여자","고령자현황(동별)","","15303","15299",
"행운동","65세이상 인구","고령자현황(동별)","","4663","4714",
"행운동","남자","고령자현황(동별)","","2055","2081",
"행운동","여자","고령자현황(동별)","","2608","2633",
"행운동","내국인","고령자현황(동별)","","4641","4693",
"행운동","남자","고령자현황(동별)","","2047","2073",
"행운동","여자","고령자현황(동별)","","2594","2620",
"행운동","등록외국인","고령자현황(동별)","","22","21",
"행운동","남자","고령자현황(동별)","","8","8",
"행운동","여자","고령자현황(동별)","","14","13",
"낙성대동","전체인구","고령자현황(동별)","","17982","17994",
"낙성대동","남자","고령자현황(동별)","","8942","8973",
"낙성대동","여자","고령자현황(동별)","","9040","9021",
"낙성대동","65세이상 인구","고령자현황(동별)","","2120","2143",
"낙성대동","남자","고령자현황(동별)","","921","933",
"낙성대동","여자","고령자현황(동별)","","1199","1210",
"낙성대동","내국인","고령자현황(동별)","","2108","2130",
"낙성대동","남자","고령자현황(동별)","","915","926",
"낙성대동","여자","고령자현황(동별)","","1193","1204",
"낙성대동","등록외국인","고령자현황(동별)","","12","13",
"낙성대동","남자","고령자현황(동별)","","6","7",
"낙성대동","여자","고령자현황(동별)","","6","6",
"중앙동","전체인구","고령자현황(동별)","","15647","15675",
"중앙동","남자","고령자현황(동별)","","7484","7462",
"중앙동","여자","고령자현황(동별)","","8163","8213",
"중앙동","65세이상 인구","고령자현황(동별)","","2513","2543",
"중앙동","남자","고령자현황(동별)","","1125","1133",
"중앙동","여자","고령자현황(동별)","","1388","1410",
"중앙동","내국인","고령자현황(동별)","","2500","2529",
"중앙동","남자","고령자현황(동별)","","1117","1124",
"중앙동","여자","고령자현황(동별)","","1383","1405",
"중앙동","등록외국인","고령자현황(동별)","","13","14",
"중앙동","남자","고령자현황(동별)","","8","9",
"중앙동","여자","고령자현황(동별)","","5","5",
"인헌동","전체인구","고령자현황(동별)","","25722","25614",
"인헌동","남자","고령자현황(동별)","","12436","12355",
"인헌동","여자","고령자현황(동별)","","13286","13259",
"인헌동","65세이상 인구","고령자현황(동별)","","4307","4366",
"인헌동","남자","고령자현황(동별)","","1858","1885",
"인헌동","여자","고령자현황(동별)","","2449","2481",
"인헌동","내국인","고령자현황(동별)","","4293","4352",
"인헌동","남자","고령자현황(동별)","","1854","1881",
"인헌동","여자","고령자현황(동별)","","2439","2471",
"인헌동","등록외국인","고령자현황(동별)","","14","14",
"인헌동","남자","고령자현황(동별)","","4","4",
"인헌동","여자","고령자현황(동별)","","10","10",
"남현동","전체인구","고령자현황(동별)","","17962","17855",
"남현동","남자","고령자현황(동별)","","8679","8583",
"남현동","여자","고령자현황(동별)","","9283","9272",
"남현동","65세이상 인구","고령자현황(동별)","","3116","3127",
"남현동","남자","고령자현황(동별)","","1413","1412",
"남현동","여자","고령자현황(동별)","","1703","1715",
"남현동","내국인","고령자현황(동별)","","3107","3117",
"남현동","남자","고령자현황(동별)","","1408","1407",
"남현동","여자","고령자현황(동별)","","1699","1710",
"남현동","등록외국인","고령자현황(동별)","","9","10",
"남현동","남자","고령자현황(동별)","","5","5",
"남현동","여자","고령자현황(동별)","","4","5",
"서원동","전체인구","고령자현황(동별)","","23934","23905",
"서원동","남자","고령자현황(동별)","","12435","12425",
"서원동","여자","고령자현황(동별)","","11499","11480",
"서원동","65세이상 인구","고령자현황(동별)","","3550","3585",
"서원동","남자","고령자현황(동별)","","1611","1638",
"서원동","여자","고령자현황(동별)","","1939","1947",
"서원동","내국인","고령자현황(동별)","","3526","3560",
"서원동","남자","고령자현황(동별)","","1600","1626",
"서원동","여자","고령자현황(동별)","","1926","1934",
"서원동","등록외국인","고령자현황(동별)","","24","25",
"서원동","남자","고령자현황(동별)","","11","12",
"서원동","여자","고령자현황(동별)","","13","13",
"신원동","전체인구","고령자현황(동별)","","18459","18458",
"신원동","남자","고령자현황(동별)","","9390","9374",
"신원동","여자","고령자현황(동별)","","9069","9084",
"신원동","65세이상 인구","고령자현황(동별)","","3503","3517",
"신원동","남자","고령자현황(동별)","","1492","1494",
"신원동","여자","고령자현황(동별)","","2011","2023",
"신원동","내국인","고령자현황(동별)","","3447","3461",
"신원동","남자","고령자현황(동별)","","1467","1469",
"신원동","여자","고령자현황(동별)","","1980","1992",
"신원동","등록외국인","고령자현황(동별)","","56","56",
"신원동","남자","고령자현황(동별)","","25","25",
"신원동","여자","고령자현황(동별)","","31","31",
"서림동","전체인구","고령자현황(동별)","","24611","24759",
"서림동","남자","고령자현황(동별)","","13525","13534",
"서림동","여자","고령자현황(동별)","","11086","11225",
"서림동","65세이상 인구","고령자현황(동별)","","3867","3899",
"서림동","남자","고령자현황(동별)","","1754","1764",
"서림동","여자","고령자현황(동별)","","2113","2135",
"서림동","내국인","고령자현황(동별)","","3861","3891",
"서림동","남자","고령자현황(동별)","","1748","1757",
"서림동","여자","고령자현황(동별)","","2113","2134",
"서림동","등록외국인","고령자현황(동별)","","6","8",
"서림동","남자","고령자현황(동별)","","6","7",
"서림동","여자","고령자현황(동별)","","-","1",
"신사동","전체인구","고령자현황(동별)","","24400","24410",
"신사동","남자","고령자현황(동별)","","12142","12153",
"신사동","여자","고령자현황(동별)","","12258","12257",
"신사동","65세이상 인구","고령자현황(동별)","","3897","3929",
"신사동","남자","고령자현황(동별)","","1779","1808",
"신사동","여자","고령자현황(동별)","","2118","2121",
"신사동","내국인","고령자현황(동별)","","3722","3759",
"신사동","남자","고령자현황(동별)","","1688","1719",
"신사동","여자","고령자현황(동별)","","2034","2040",
"신사동","등록외국인","고령자현황(동별)","","175","170",
"신사동","남자","고령자현황(동별)","","91","89",
"신사동","여자","고령자현황(동별)","","84","81",
"신림동","전체인구","고령자현황(동별)","","23906","23981",
"신림동","남자","고령자현황(동별)","","12561","12608",
"신림동","여자","고령자현황(동별)","","11345","11373",
"신림동","65세이상 인구","고령자현황(동별)","","2098","2115",
"신림동","남자","고령자현황(동별)","","960","971",
"신림동","여자","고령자현황(동별)","","1138","1144",
"신림동","내국인","고령자현황(동별)","","2058","2075",
"신림동","남자","고령자현황(동별)","","945","956",
"신림동","여자","고령자현황(동별)","","1113","1119",
"신림동","등록외국인","고령자현황(동별)","","40","40",
"신림동","남자","고령자현황(동별)","","15","15",
"신림동","여자","고령자현황(동별)","","25","25",
"난향동","전체인구","고령자현황(동별)","","14799","14811",
"난향동","남자","고령자현황(동별)","","7229","7225",
"난향동","여자","고령자현황(동별)","","7570","7586",
"난향동","65세이상 인구","고령자현황(동별)","","2996","3031",
"난향동","남자","고령자현황(동별)","","1317","1332",
"난향동","여자","고령자현황(동별)","","1679","1699",
"난향동","내국인","고령자현황(동별)","","2987","3023",
"난향동","남자","고령자현황(동별)","","1312","1328",
"난향동","여자","고령자현황(동별)","","1675","1695",
"난향동","등록외국인","고령자현황(동별)","","9","8",
"난향동","남자","고령자현황(동별)","","5","4",
"난향동","여자","고령자현황(동별)","","4","4",
"조원동","전체인구","고령자현황(동별)","","21081","21113",
"조원동","남자","고령자현황(동별)","","10483","10496",
"조원동","여자","고령자현황(동별)","","10598","10617",
"조원동","65세이상 인구","고령자현황(동별)","","3299","3341",
"조원동","남자","고령자현황(동별)","","1557","1586",
"조원동","여자","고령자현황(동별)","","1742","1755",
"조원동","내국인","고령자현황(동별)","","3178","3217",
"조원동","남자","고령자현황(동별)","","1485","1513",
"조원동","여자","고령자현황(동별)","","1693","1704",
"조원동","등록외국인","고령자현황(동별)","","121","124",
"조원동","남자","고령자현황(동별)","","72","73",
"조원동","여자","고령자현황(동별)","","49","51",
"대학동","전체인구","고령자현황(동별)","","27215","27453",
"대학동","남자","고령자현황(동별)","","15948","16048",
"대학동","여자","고령자현황(동별)","","11267","11405",
"대학동","65세이상 인구","고령자현황(동별)","","3351","3372",
"대학동","남자","고령자현황(동별)","","1602","1612",
"대학동","여자","고령자현황(동별)","","1749","1760",
"대학동","내국인","고령자현황(동별)","","3344","3364",
"대학동","남자","고령자현황(동별)","","1597","1606",
"대학동","여자","고령자현황(동별)","","1747","1758",
"대학동","등록외국인","고령자현황(동별)","","7","8",
"대학동","남자","고령자현황(동별)","","5","6",
"대학동","여자","고령자현황(동별)","","2","2",
"은천동","전체인구","고령자현황(동별)","","32827","32727",
"은천동","남자","고령자현황(동별)","","16011","15965",
"은천동","여자","고령자현황(동별)","","16816","16762",
"은천동","65세이상 인구","고령자현황(동별)","","6372","6422",
"은천동","남자","고령자현황(동별)","","2815","2833",
"은천동","여자","고령자현황(동별)","","3557","3589",
"은천동","내국인","고령자현황(동별)","","6325","6374",
"은천동","남자","고령자현황(동별)","","2795","2812",
"은천동","여자","고령자현황(동별)","","3530","3562",
"은천동","등록외국인","고령자현황(동별)","","47","48",
"은천동","남자","고령자현황(동별)","","20","21",
"은천동","여자","고령자현황(동별)","","27","27",
"성현동","전체인구","고령자현황(동별)","","28336","28297",
"성현동","남자","고령자현황(동별)","","13618","13623",
"성현동","여자","고령자현황(동별)","","14718","14674",
"성현동","65세이상 인구","고령자현황(동별)","","5838","5890",
"성현동","남자","고령자현황(동별)","","2445","2465",
"성현동","여자","고령자현황(동별)","","3393","3425",
"성현동","내국인","고령자현황(동별)","","5825","5877",
"성현동","남자","고령자현황(동별)","","2435","2455",
"성현동","여자","고령자현황(동별)","","3390","3422",
"성현동","등록외국인","고령자현황(동별)","","13","13",
"성현동","남자","고령자현황(동별)","","10","10",
"성현동","여자","고령자현황(동별)","","3","3",
"청룡동","전체인구","고령자현황(동별)","","36979","37038",
"청룡동","남자","고령자현황(동별)","","17704","17731",
"청룡동","여자","고령자현황(동별)","","19275","19307",
"청룡동","65세이상 인구","고령자현황(동별)","","4984","5051",
"청룡동","남자","고령자현황(동별)","","2220","2247",
"청룡동","여자","고령자현황(동별)","","2764","2804",
"청룡동","내국인","고령자현황(동별)","","4917","4984",
"청룡동","남자","고령자현황(동별)","","2183","2211",
"청룡동","여자","고령자현황(동별)","","2734","2773",
"청룡동","등록외국인","고령자현황(동별)","","67","67",
"청룡동","남자","고령자현황(동별)","","37","36",
"청룡동","여자","고령자현황(동별)","","30","31",
"난곡동","전체인구","고령자현황(동별)","","25656","25597",
"난곡동","남자","고령자현황(동별)","","12792","12760",
"난곡동","여자","고령자현황(동별)","","12864","12837",
"난곡동","65세이상 인구","고령자현황(동별)","","5870","5932",
"난곡동","남자","고령자현황(동별)","","2635","2660",
"난곡동","여자","고령자현황(동별)","","3235","3272",
"난곡동","내국인","고령자현황(동별)","","5834","5895",
"난곡동","남자","고령자현황(동별)","","2614","2638",
"난곡동","여자","고령자현황(동별)","","3220","3257",
"난곡동","등록외국인","고령자현황(동별)","","36","37",
"난곡동","남자","고령자현황(동별)","","21","22",
"난곡동","여자","고령자현황(동별)","","15","15",
"삼성동","전체인구","고령자현황(동별)","","19986","19885",
"삼성동","남자","고령자현황(동별)","","9924","9855",
"삼성동","여자","고령자현황(동별)","","10062","10030",
"삼성동","65세이상 인구","고령자현황(동별)","","5777","5835",
"삼성동","남자","고령자현황(동별)","","2507","2539",
"삼성동","여자","고령자현황(동별)","","3270","3296",
"삼성동","내국인","고령자현황(동별)","","5767","5825",
"삼성동","남자","고령자현황(동별)","","2504","2536",
"삼성동","여자","고령자현황(동별)","","3263","3289",
"삼성동","등록외국인","고령자현황(동별)","","10","10",
"삼성동","남자","고령자현황(동별)","","3","3",
"삼성동","여자","고령자현황(동별)","","7","7",
"미성동","전체인구","고령자현황(동별)","","29952","29811",
"미성동","남자","고령자현황(동별)","","14657","14606",
"미성동","여자","고령자현황(동별)","","15295","15205",
"미성동","65세이상 인구","고령자현황(동별)","","6437","6502",
"미성동","남자","고령자현황(동별)","","2898","2942",
"미성동","여자","고령자현황(동별)","","3539","3560",
"미성동","내국인","고령자현황(동별)","","6406","6473",
"미성동","남자","고령자현황(동별)","","2878","2923",
"미성동","여자","고령자현황(동별)","","3528","3550",
"미성동","등록외국인","고령자현황(동별)","","31","29",
"미성동","남자","고령자현황(동별)","","20","19",
"미성동","여자","고령자현황(동별)","","11","10",
"서초구","전체인구","고령자현황(동별)","","412275","411959",
"서초구","남자","고령자현황(동별)","","196224","196029",
"서초구","여자","고령자현황(동별)","","216051","215930",
"서초구","65세이상 인구","고령자현황(동별)","","66556","67191",
"서초구","남자","고령자현황(동별)","","30086","30350",
"서초구","여자","고령자현황(동별)","","36470","36841",
"서초구","내국인","고령자현황(동별)","","66427","67062",
"서초구","남자","고령자현황(동별)","","30022","30288",
"서초구","여자","고령자현황(동별)","","36405","36774",
"서초구","등록외국인","고령자현황(동별)","","129","129",
"서초구","남자","고령자현황(동별)","","64","62",
"서초구","여자","고령자현황(동별)","","65","67",
"서초1동","전체인구","고령자현황(동별)","","20412","20470",
"서초1동","남자","고령자현황(동별)","","9825","9818",
"서초1동","여자","고령자현황(동별)","","10587","10652",
"서초1동","65세이상 인구","고령자현황(동별)","","3304","3344",
"서초1동","남자","고령자현황(동별)","","1526","1543",
"서초1동","여자","고령자현황(동별)","","1778","1801",
"서초1동","내국인","고령자현황(동별)","","3300","3340",
"서초1동","남자","고령자현황(동별)","","1526","1543",
"서초1동","여자","고령자현황(동별)","","1774","1797",
"서초1동","등록외국인","고령자현황(동별)","","4","4",
"서초1동","남자","고령자현황(동별)","","-","-",
"서초1동","여자","고령자현황(동별)","","4","4",
"서초2동","전체인구","고령자현황(동별)","","25102","25186",
"서초2동","남자","고령자현황(동별)","","11850","11911",
"서초2동","여자","고령자현황(동별)","","13252","13275",
"서초2동","65세이상 인구","고령자현황(동별)","","3223","3252",
"서초2동","남자","고령자현황(동별)","","1504","1516",
"서초2동","여자","고령자현황(동별)","","1719","1736",
"서초2동","내국인","고령자현황(동별)","","3218","3247",
"서초2동","남자","고령자현황(동별)","","1502","1514",
"서초2동","여자","고령자현황(동별)","","1716","1733",
"서초2동","등록외국인","고령자현황(동별)","","5","5",
"서초2동","남자","고령자현황(동별)","","2","2",
"서초2동","여자","고령자현황(동별)","","3","3",
"서초3동","전체인구","고령자현황(동별)","","32405","32434",
"서초3동","남자","고령자현황(동별)","","15347","15369",
"서초3동","여자","고령자현황(동별)","","17058","17065",
"서초3동","65세이상 인구","고령자현황(동별)","","5278","5346",
"서초3동","남자","고령자현황(동별)","","2466","2486",
"서초3동","여자","고령자현황(동별)","","2812","2860",
"서초3동","내국인","고령자현황(동별)","","5261","5329",
"서초3동","남자","고령자현황(동별)","","2456","2477",
"서초3동","여자","고령자현황(동별)","","2805","2852",
"서초3동","등록외국인","고령자현황(동별)","","17","17",
"서초3동","남자","고령자현황(동별)","","10","9",
"서초3동","여자","고령자현황(동별)","","7","8",
"서초4동","전체인구","고령자현황(동별)","","30530","30495",
"서초4동","남자","고령자현황(동별)","","14905","14879",
"서초4동","여자","고령자현황(동별)","","15625","15616",
"서초4동","65세이상 인구","고령자현황(동별)","","4572","4593",
"서초4동","남자","고령자현황(동별)","","2160","2175",
"서초4동","여자","고령자현황(동별)","","2412","2418",
"서초4동","내국인","고령자현황(동별)","","4567","4590",
"서초4동","남자","고령자현황(동별)","","2156","2172",
"서초4동","여자","고령자현황(동별)","","2411","2418",
"서초4동","등록외국인","고령자현황(동별)","","5","3",
"서초4동","남자","고령자현황(동별)","","4","3",
"서초4동","여자","고령자현황(동별)","","1","-",
"잠원동","전체인구","고령자현황(동별)","","27020","26941",
"잠원동","남자","고령자현황(동별)","","13029","12984",
"잠원동","여자","고령자현황(동별)","","13991","13957",
"잠원동","65세이상 인구","고령자현황(동별)","","3677","3693",
"잠원동","남자","고령자현황(동별)","","1655","1655",
"잠원동","여자","고령자현황(동별)","","2022","2038",
"잠원동","내국인","고령자현황(동별)","","3669","3685",
"잠원동","남자","고령자현황(동별)","","1652","1652",
"잠원동","여자","고령자현황(동별)","","2017","2033",
"잠원동","등록외국인","고령자현황(동별)","","8","8",
"잠원동","남자","고령자현황(동별)","","3","3",
"잠원동","여자","고령자현황(동별)","","5","5",
"반포본동","전체인구","고령자현황(동별)","","233","235",
"반포본동","남자","고령자현황(동별)","","107","107",
"반포본동","여자","고령자현황(동별)","","126","128",
"반포본동","65세이상 인구","고령자현황(동별)","","37","37",
"반포본동","남자","고령자현황(동별)","","16","16",
"반포본동","여자","고령자현황(동별)","","21","21",
"반포본동","내국인","고령자현황(동별)","","37","37",
"반포본동","남자","고령자현황(동별)","","16","16",
"반포본동","여자","고령자현황(동별)","","21","21",
"반포본동","등록외국인","고령자현황(동별)","","-","-",
"반포본동","남자","고령자현황(동별)","","-","-",
"반포본동","여자","고령자현황(동별)","","-","-",
"반포1동","전체인구","고령자현황(동별)","","34252","34191",
"반포1동","남자","고령자현황(동별)","","16676","16684",
"반포1동","여자","고령자현황(동별)","","17576","17507",
"반포1동","65세이상 인구","고령자현황(동별)","","4383","4428",
"반포1동","남자","고령자현황(동별)","","1964","1992",
"반포1동","여자","고령자현황(동별)","","2419","2436",
"반포1동","내국인","고령자현황(동별)","","4374","4419",
"반포1동","남자","고령자현황(동별)","","1960","1988",
"반포1동","여자","고령자현황(동별)","","2414","2431",
"반포1동","등록외국인","고령자현황(동별)","","9","9",
"반포1동","남자","고령자현황(동별)","","4","4",
"반포1동","여자","고령자현황(동별)","","5","5",
"반포2동","전체인구","고령자현황(동별)","","24279","24641",
"반포2동","남자","고령자현황(동별)","","11515","11662",
"반포2동","여자","고령자현황(동별)","","12764","12979",
"반포2동","65세이상 인구","고령자현황(동별)","","3479","3571",
"반포2동","남자","고령자현황(동별)","","1579","1624",
"반포2동","여자","고령자현황(동별)","","1900","1947",
"반포2동","내국인","고령자현황(동별)","","3479","3571",
"반포2동","남자","고령자현황(동별)","","1579","1624",
"반포2동","여자","고령자현황(동별)","","1900","1947",
"반포2동","등록외국인","고령자현황(동별)","","-","-",
"반포2동","남자","고령자현황(동별)","","-","-",
"반포2동","여자","고령자현황(동별)","","-","-",
"반포3동","전체인구","고령자현황(동별)","","23898","23885",
"반포3동","남자","고령자현황(동별)","","11334","11346",
"반포3동","여자","고령자현황(동별)","","12564","12539",
"반포3동","65세이상 인구","고령자현황(동별)","","3495","3517",
"반포3동","남자","고령자현황(동별)","","1539","1548",
"반포3동","여자","고령자현황(동별)","","1956","1969",
"반포3동","내국인","고령자현황(동별)","","3491","3513",
"반포3동","남자","고령자현황(동별)","","1536","1545",
"반포3동","여자","고령자현황(동별)","","1955","1968",
"반포3동","등록외국인","고령자현황(동별)","","4","4",
"반포3동","남자","고령자현황(동별)","","3","3",
"반포3동","여자","고령자현황(동별)","","1","1",
"반포4동","전체인구","고령자현황(동별)","","19330","19325",
"반포4동","남자","고령자현황(동별)","","9111","9082",
"반포4동","여자","고령자현황(동별)","","10219","10243",
"반포4동","65세이상 인구","고령자현황(동별)","","3209","3245",
